,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,annual_salary,economic_impact
787,55,No,Travel_Frequently,1091,Research & Development,2,High School,Life Sciences,1096,Very High,Male,65,High,Supervisory,Manufacturing Director,Medium,Married,10976,15813,3,No,18,Satisfactory,Medium,1,23,4,High,3,2,1,2,131712,27659.52
788,28,No,Travel_Rarely,857,Research & Development,10,Bachelor’s Degree,Other,1097,High,Female,59,High,Intermediate,Research Scientist,High,Single,3660,7909,3,No,13,Satisfactory,Very High,0,10,4,Very High,8,7,1,7,43920,8652.24
789,44,Yes,Travel_Rarely,1376,Human Resources,1,Associate Degree,Medical,1098,Medium,Male,91,Medium,Supervisory,Human Resources,Low,Married,10482,2326,9,No,14,Satisfactory,Very High,1,24,1,High,20,6,3,6,125784,26414.64
790,33,No,Travel_Rarely,654,Research & Development,5,Bachelor’s Degree,Life Sciences,1099,Very High,Male,34,Medium,Supervisory,Healthcare Representative,Very High,Divorced,7119,21214,4,No,15,Satisfactory,High,1,9,2,High,3,2,1,2,85428,17939.88
791,35,Yes,Travel_Rarely,1204,Sales,4,Bachelor’s Degree,Technical Degree,1100,Very High,Male,86,High,Supervisory,Sales Executive,Low,Single,9582,10333,0,Yes,22,Exceptional,Low,0,9,2,High,8,7,4,7,114984,24146.64
792,33,Yes,Travel_Frequently,827,Research & Development,29,Master’s Degree,Medical,1101,Low,Female,54,Medium,Intermediate,Research Scientist,High,Single,4508,3129,1,No,22,Exceptional,Medium,0,14,4,High,13,7,3,8,54096,11035.583999999999
793,28,No,Travel_Rarely,895,Research & Development,15,Associate Degree,Life Sciences,1102,Low,Male,50,High,Entry-level,Laboratory Technician,High,Divorced,2207,22482,1,No,16,Satisfactory,Very High,1,4,5,Medium,4,2,2,2,26484,4263.924
794,34,No,Travel_Frequently,618,Research & Development,3,High School,Life Sciences,1103,Low,Male,45,High,Intermediate,Healthcare Representative,Very High,Single,7756,22266,0,No,17,Satisfactory,High,0,7,1,Medium,6,2,0,4,93072,19545.12
795,37,No,Travel_Rarely,309,Sales,10,Master’s Degree,Life Sciences,1105,Very High,Female,88,Medium,Intermediate,Sales Executive,Very High,Divorced,6694,24223,2,Yes,14,Satisfactory,High,3,8,5,High,1,0,0,0,80328,16868.88
796,25,Yes,Travel_Rarely,1219,Research & Development,4,High School,Technical Degree,1106,Very High,Male,32,High,Entry-level,Laboratory Technician,Very High,Married,3691,4605,1,Yes,15,Satisfactory,Medium,1,7,3,Very High,7,7,5,6,44292,8725.524000000001
797,26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelor’s Degree,Medical,1107,Low,Male,37,High,Entry-level,Laboratory Technician,High,Divorced,2377,19373,1,No,20,Exceptional,High,1,1,0,Medium,1,1,0,0,28524,4592.3640000000005
798,33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor’s Degree,Medical,1108,Low,Male,55,Medium,Entry-level,Research Scientist,Medium,Single,2313,2993,4,Yes,20,Exceptional,Medium,0,5,0,High,2,2,2,2,27756,4468.716
799,42,No,Travel_Rarely,469,Research & Development,2,Associate Degree,Medical,1109,Very High,Male,35,High,Managerial,Manager,Low,Married,17665,14399,0,No,17,Satisfactory,Very High,1,23,3,High,22,6,13,7,211980,44515.799999999996
800,28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor’s Degree,Medical,1111,Low,Male,45,Medium,Entry-level,Laboratory Technician,Medium,Divorced,2596,7160,1,No,15,Satisfactory,Low,2,1,2,High,1,0,0,0,31152,6136.944
801,50,Yes,Travel_Frequently,959,Sales,1,Master’s Degree,Other,1113,Very High,Male,81,High,Intermediate,Sales Executive,High,Single,4728,17251,3,Yes,14,Satisfactory,Very High,0,5,4,High,0,0,0,0,56736,11574.143999999998
802,33,No,Travel_Frequently,970,Sales,7,Bachelor’s Degree,Life Sciences,1114,Very High,Female,30,High,Intermediate,Sales Executive,Medium,Married,4302,13401,0,No,17,Satisfactory,High,1,4,3,High,3,2,0,2,51624,10531.295999999998
803,34,No,Non-Travel,697,Research & Development,3,Master’s Degree,Life Sciences,1115,High,Male,40,Medium,Entry-level,Research Scientist,Very High,Married,2979,22478,3,No,17,Satisfactory,Very High,3,6,2,High,0,0,0,0,35748,7042.356000000001
804,48,No,Non-Travel,1262,Research & Development,1,Master’s Degree,Medical,1116,Low,Male,35,Very High,Managerial,Manager,Very High,Single,16885,16154,2,No,22,Exceptional,High,0,27,3,Medium,5,4,2,1,202620,42550.2
805,45,No,Non-Travel,1050,Sales,9,Master’s Degree,Life Sciences,1117,Medium,Female,65,Medium,Intermediate,Sales Executive,High,Married,5593,17970,1,No,13,Satisfactory,Very High,1,15,2,High,15,10,4,12,67116,13691.663999999999
806,52,No,Travel_Rarely,994,Research & Development,7,Master’s Degree,Life Sciences,1118,Medium,Male,87,High,Supervisory,Healthcare Representative,Medium,Single,10445,15322,7,No,19,Satisfactory,Very High,0,18,4,High,8,6,4,0,125340,26321.399999999998
807,38,No,Travel_Rarely,770,Sales,10,Master’s Degree,Marketing,1119,High,Male,73,Medium,Supervisory,Sales Executive,High,Divorced,8740,5569,0,Yes,14,Satisfactory,Medium,2,9,2,High,8,7,2,7,104880,22024.8
808,29,No,Travel_Rarely,1107,Research & Development,28,Master’s Degree,Life Sciences,1120,High,Female,93,High,Entry-level,Research Scientist,Very High,Divorced,2514,26968,4,No,22,Exceptional,Low,1,11,1,High,7,5,1,7,30168,5943.0960000000005
809,28,No,Travel_Rarely,950,Research & Development,3,Bachelor’s Degree,Medical,1121,Very High,Female,93,High,Supervisory,Manufacturing Director,Medium,Divorced,7655,8039,0,No,17,Satisfactory,Medium,3,10,3,Medium,9,7,1,7,91860,19290.6
810,46,No,Travel_Rarely,406,Sales,3,High School,Marketing,1124,Low,Male,52,High,Managerial,Manager,High,Married,17465,15596,3,No,12,Satisfactory,Very High,1,23,3,High,12,9,4,9,209580,44011.799999999996
811,38,No,Travel_Rarely,130,Sales,2,Associate Degree,Marketing,1125,Very High,Male,32,High,Supervisory,Sales Executive,Medium,Single,7351,20619,7,No,16,Satisfactory,High,0,10,2,High,1,0,0,0,88212,18524.52
812,43,No,Travel_Frequently,1082,Research & Development,27,Bachelor’s Degree,Life Sciences,1126,High,Female,83,High,Supervisory,Manufacturing Director,Low,Married,10820,11535,8,No,11,Satisfactory,High,1,18,1,High,8,7,0,1,129840,27266.399999999998
813,39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor’s Degree,Life Sciences,1127,Low,Male,84,High,Managerial,Healthcare Representative,Very High,Divorced,12169,13547,7,No,11,Satisfactory,Very High,3,21,4,High,18,7,11,5,146028,30665.879999999997
814,40,No,Travel_Rarely,1308,Research & Development,14,Bachelor’s Degree,Medical,1128,High,Male,44,Medium,Executive,Research Director,High,Single,19626,17544,1,No,14,Satisfactory,Low,0,21,2,Very High,20,7,4,9,235512,49457.52
815,21,No,Travel_Rarely,984,Research & Development,1,High School,Technical Degree,1131,Very High,Female,70,Medium,Entry-level,Research Scientist,Medium,Single,2070,25326,1,Yes,11,Satisfactory,High,0,2,6,Very High,2,2,2,2,24840,3999.2400000000002
816,39,No,Non-Travel,439,Research & Development,9,Bachelor’s Degree,Life Sciences,1132,High,Male,70,High,Intermediate,Laboratory Technician,Medium,Single,6782,8770,9,No,15,Satisfactory,High,0,9,2,Medium,5,4,0,3,81384,17090.64
817,36,No,Non-Travel,217,Research & Development,18,Master’s Degree,Life Sciences,1133,Low,Male,78,High,Intermediate,Manufacturing Director,Very High,Single,7779,23238,2,No,20,Exceptional,Low,0,18,0,High,11,9,0,9,93348,19603.079999999998
818,31,No,Travel_Frequently,793,Sales,20,Bachelor’s Degree,Life Sciences,1135,High,Male,67,Very High,Entry-level,Sales Representative,Very High,Married,2791,21981,0,No,12,Satisfactory,Low,1,3,4,High,2,2,2,2,33492,6597.924
819,28,No,Travel_Rarely,1451,Research & Development,2,High School,Life Sciences,1136,Low,Male,67,Medium,Entry-level,Research Scientist,Medium,Married,3201,19911,0,No,17,Satisfactory,Low,0,6,2,Low,5,3,0,4,38412,7567.164000000001
820,35,No,Travel_Frequently,1182,Sales,11,Associate Degree,Marketing,1137,Very High,Male,54,High,Intermediate,Sales Executive,Very High,Divorced,4968,18500,1,No,11,Satisfactory,Very High,1,5,3,High,5,2,0,2,59616,12161.663999999999
821,49,No,Travel_Rarely,174,Sales,8,Master’s Degree,Technical Degree,1138,Very High,Male,56,Medium,Managerial,Sales Executive,Medium,Married,13120,11879,6,No,17,Satisfactory,Medium,1,22,3,High,9,8,2,3,157440,33062.4
822,34,No,Travel_Frequently,1003,Research & Development,2,Associate Degree,Life Sciences,1140,Very High,Male,95,High,Intermediate,Manufacturing Director,High,Single,4033,15834,2,No,11,Satisfactory,Very High,0,5,3,Medium,3,2,0,2,48396,9534.012
823,29,No,Travel_Frequently,490,Research & Development,10,Bachelor’s Degree,Life Sciences,1143,Very High,Female,61,High,Entry-level,Research Scientist,Medium,Divorced,3291,17940,0,No,14,Satisfactory,Very High,2,8,2,Medium,7,5,1,1,39492,7779.924
824,42,No,Travel_Rarely,188,Research & Development,29,Bachelor’s Degree,Medical,1148,Medium,Male,56,Low,Intermediate,Laboratory Technician,Very High,Single,4272,9558,4,No,19,Satisfactory,Low,0,16,3,High,1,0,0,0,51264,10457.856
825,29,No,Travel_Rarely,718,Research & Development,8,High School,Medical,1150,Medium,Male,79,Medium,Intermediate,Manufacturing Director,Very High,Married,5056,17689,1,Yes,15,Satisfactory,High,1,10,2,Medium,10,7,1,2,60672,12377.088
826,38,No,Travel_Rarely,433,Human Resources,1,Bachelor’s Degree,Human Resources,1152,High,Male,37,Very High,Entry-level,Human Resources,High,Married,2844,6004,1,No,13,Satisfactory,Very High,1,7,2,Very High,7,6,5,0,34128,6723.216
827,28,No,Travel_Frequently,773,Research & Development,6,Bachelor’s Degree,Life Sciences,1154,High,Male,39,Medium,Entry-level,Research Scientist,High,Divorced,2703,22088,1,Yes,14,Satisfactory,Very High,1,3,2,High,3,1,0,2,32436,6389.892
828,18,Yes,Non-Travel,247,Research & Development,8,High School,Medical,1156,High,Male,80,High,Entry-level,Laboratory Technician,High,Single,1904,13556,1,No,12,Satisfactory,Very High,0,0,0,High,0,0,0,0,22848,3678.5280000000002
829,33,Yes,Travel_Rarely,603,Sales,9,Master’s Degree,Marketing,1157,Low,Female,77,High,Intermediate,Sales Executive,Low,Single,8224,18385,0,Yes,17,Satisfactory,Low,0,6,3,High,5,2,0,3,98688,20724.48
830,41,No,Travel_Rarely,167,Research & Development,12,Master’s Degree,Life Sciences,1158,Medium,Male,46,High,Entry-level,Laboratory Technician,Very High,Married,4766,9051,3,Yes,11,Satisfactory,Low,1,6,4,High,1,0,0,0,57192,11667.168
831,31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor’s Degree,Medical,1160,High,Male,72,High,Entry-level,Laboratory Technician,High,Married,2610,6233,1,No,12,Satisfactory,High,1,2,5,Medium,2,2,2,2,31320,6170.04
832,37,No,Travel_Rarely,367,Research & Development,25,Associate Degree,Medical,1161,High,Female,52,Medium,Intermediate,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,Satisfactory,High,2,9,2,High,6,2,1,3,68772,14029.488
833,27,No,Travel_Rarely,199,Research & Development,6,Bachelor’s Degree,Life Sciences,1162,Very High,Male,55,Medium,Entry-level,Research Scientist,High,Married,2539,7950,1,No,13,Satisfactory,High,1,4,0,High,4,2,2,2,30468,6002.196
834,34,No,Travel_Rarely,1400,Sales,9,High School,Life Sciences,1163,Medium,Female,70,High,Intermediate,Sales Executive,High,Married,5714,5829,1,No,20,Exceptional,Low,0,6,3,Medium,6,5,1,3,68568,13987.872
835,35,No,Travel_Rarely,528,Human Resources,8,Master’s Degree,Technical Degree,1164,High,Male,100,High,Entry-level,Human Resources,High,Single,4323,7108,1,No,17,Satisfactory,Medium,0,6,2,Low,5,4,1,4,51876,10582.704
836,29,Yes,Travel_Rarely,408,Sales,23,High School,Life Sciences,1165,Very High,Female,45,Medium,Supervisory,Sales Executive,Low,Married,7336,11162,1,No,13,Satisfactory,Low,1,11,3,Low,11,8,3,10,88032,18486.719999999998
837,40,No,Travel_Frequently,593,Research & Development,9,Master’s Degree,Medical,1166,Medium,Female,88,High,Supervisory,Research Director,High,Single,13499,13782,9,No,17,Satisfactory,High,0,20,3,Medium,18,7,2,13,161988,34017.479999999996
838,42,Yes,Travel_Frequently,481,Sales,12,Bachelor’s Degree,Life Sciences,1167,High,Male,44,High,Managerial,Sales Executive,Low,Single,13758,2447,0,Yes,12,Satisfactory,Medium,0,22,2,Medium,21,9,13,14,165096,34670.159999999996
839,42,No,Travel_Rarely,647,Sales,4,Master’s Degree,Marketing,1171,Medium,Male,45,High,Intermediate,Sales Executive,Low,Single,5155,2253,7,No,13,Satisfactory,Very High,0,9,3,Very High,6,4,1,5,61860,12619.439999999999
840,35,No,Travel_Rarely,982,Research & Development,1,Master’s Degree,Medical,1172,Very High,Male,58,Medium,Entry-level,Laboratory Technician,High,Married,2258,16340,6,No,12,Satisfactory,Medium,1,10,2,High,8,0,1,7,27096,4362.456
841,24,No,Travel_Rarely,477,Research & Development,24,Bachelor’s Degree,Medical,1173,Very High,Male,49,High,Entry-level,Laboratory Technician,Medium,Single,3597,6409,8,No,22,Exceptional,Very High,0,6,2,High,4,3,1,2,43164,8503.308
842,28,Yes,Travel_Rarely,1485,Research & Development,12,High School,Life Sciences,1175,High,Female,79,High,Entry-level,Laboratory Technician,Very High,Married,2515,22955,1,Yes,11,Satisfactory,Very High,0,1,4,Medium,1,1,0,0,30180,5945.46
843,26,No,Travel_Rarely,1384,Research & Development,3,Master’s Degree,Medical,1177,Low,Male,82,Very High,Entry-level,Laboratory Technician,Very High,Married,4420,13421,1,No,22,Exceptional,Medium,1,8,2,High,8,7,0,7,53040,10820.16
844,30,No,Travel_Rarely,852,Sales,10,Bachelor’s Degree,Marketing,1179,High,Male,72,Medium,Intermediate,Sales Executive,High,Married,6578,2706,1,No,18,Satisfactory,Low,1,10,3,High,10,3,1,4,78936,16576.559999999998
845,40,No,Travel_Frequently,902,Research & Development,26,Associate Degree,Medical,1180,High,Female,92,Medium,Intermediate,Research Scientist,Very High,Married,4422,21203,3,Yes,13,Satisfactory,Very High,1,16,3,Low,1,1,0,0,53064,10825.055999999999
846,35,No,Travel_Rarely,819,Research & Development,2,Bachelor’s Degree,Life Sciences,1182,High,Male,44,Medium,Supervisory,Manufacturing Director,Medium,Divorced,10274,19588,2,No,18,Satisfactory,Medium,1,15,2,Very High,7,7,6,4,123288,25890.48
847,34,No,Travel_Frequently,669,Research & Development,1,Bachelor’s Degree,Medical,1184,Very High,Male,97,Medium,Intermediate,Healthcare Representative,Low,Single,5343,25755,0,No,20,Exceptional,High,0,14,3,High,13,9,4,9,64116,13079.663999999999
848,35,No,Travel_Frequently,636,Research & Development,4,Master’s Degree,Other,1185,Very High,Male,47,Medium,Entry-level,Laboratory Technician,Very High,Married,2376,26537,1,No,13,Satisfactory,Medium,1,2,2,Very High,2,2,2,2,28512,4590.432
849,43,Yes,Travel_Rarely,1372,Sales,9,Bachelor’s Degree,Marketing,1188,Low,Female,85,Low,Intermediate,Sales Executive,High,Single,5346,9489,8,No,13,Satisfactory,Medium,0,7,2,Medium,4,3,1,3,64152,13087.008
850,32,No,Non-Travel,862,Sales,2,High School,Life Sciences,1190,High,Female,76,High,Entry-level,Sales Representative,Low,Divorced,2827,14947,1,No,12,Satisfactory,High,3,1,3,High,1,0,0,0,33924,6683.028
851,56,No,Travel_Rarely,718,Research & Development,4,Master’s Degree,Technical Degree,1191,Very High,Female,92,High,Executive,Manager,Low,Divorced,19943,18575,4,No,13,Satisfactory,Very High,1,28,2,High,5,2,4,2,239316,50256.36
852,29,No,Travel_Rarely,1401,Research & Development,6,High School,Medical,1192,Medium,Female,54,High,Entry-level,Laboratory Technician,Very High,Married,3131,26342,1,No,13,Satisfactory,Low,1,10,5,High,10,8,0,8,37572,7401.684
853,19,No,Travel_Rarely,645,Research & Development,9,Associate Degree,Life Sciences,1193,High,Male,54,High,Entry-level,Research Scientist,Low,Single,2552,7172,1,No,25,Exceptional,High,0,1,4,High,1,1,0,0,30624,6032.928
854,45,No,Travel_Rarely,1457,Research & Development,7,Bachelor’s Degree,Medical,1195,Low,Female,83,High,Entry-level,Research Scientist,High,Married,4477,20100,4,Yes,19,Satisfactory,High,1,7,2,Medium,3,2,0,2,53724,10959.696
855,37,No,Travel_Rarely,977,Research & Development,1,Bachelor’s Degree,Life Sciences,1196,Very High,Female,56,Medium,Intermediate,Manufacturing Director,Very High,Married,6474,9961,1,No,13,Satisfactory,Medium,1,14,2,Medium,14,8,3,11,77688,16314.48
856,20,No,Travel_Rarely,805,Research & Development,3,Bachelor’s Degree,Life Sciences,1198,Low,Male,87,Medium,Entry-level,Laboratory Technician,High,Single,3033,12828,1,No,12,Satisfactory,Low,0,2,2,Medium,2,2,1,2,36396,7170.012000000001
857,44,Yes,Travel_Rarely,1097,Research & Development,10,Master’s Degree,Life Sciences,1200,High,Male,96,High,Entry-level,Research Scientist,High,Single,2936,10826,1,Yes,11,Satisfactory,High,0,6,4,High,6,4,0,2,35232,6940.704000000001
858,53,No,Travel_Rarely,1223,Research & Development,7,Associate Degree,Medical,1201,Very High,Female,50,High,Executive,Manager,High,Divorced,18606,18640,3,No,18,Satisfactory,Medium,1,26,6,High,7,7,4,7,223272,46887.119999999995
859,29,No,Travel_Rarely,942,Research & Development,15,High School,Life Sciences,1202,Medium,Female,69,Low,Entry-level,Research Scientist,Very High,Married,2168,26933,0,Yes,18,Satisfactory,Low,1,6,2,Medium,5,4,1,3,26016,4188.576
860,22,Yes,Travel_Frequently,1256,Research & Development,3,Master’s Degree,Life Sciences,1203,High,Male,48,Medium,Entry-level,Research Scientist,Very High,Married,2853,4223,0,Yes,11,Satisfactory,Medium,1,1,5,High,0,0,0,0,34236,6744.492
861,46,No,Travel_Rarely,1402,Sales,2,Bachelor’s Degree,Marketing,1204,High,Female,69,High,Managerial,Manager,Low,Married,17048,24097,8,No,23,Exceptional,Low,0,28,2,High,26,15,15,9,204576,42960.96
862,44,No,Non-Travel,111,Research & Development,17,Bachelor’s Degree,Life Sciences,1206,Very High,Male,74,Low,Entry-level,Research Scientist,High,Single,2290,4279,2,No,13,Satisfactory,Very High,0,6,3,High,0,0,0,0,27480,4424.28
863,33,No,Travel_Rarely,147,Human Resources,2,Bachelor’s Degree,Human Resources,1207,Medium,Male,99,High,Entry-level,Human Resources,High,Married,3600,8429,1,No,13,Satisfactory,Very High,1,5,2,High,5,4,1,4,43200,8510.4
864,41,Yes,Non-Travel,906,Research & Development,5,Associate Degree,Life Sciences,1210,Low,Male,95,Medium,Entry-level,Research Scientist,Low,Divorced,2107,20293,6,No,17,Satisfactory,Low,1,5,2,Low,1,0,0,0,25284,4070.724
865,30,No,Travel_Rarely,1329,Sales,29,Master’s Degree,Life Sciences,1211,High,Male,61,High,Intermediate,Sales Executive,Low,Divorced,4115,13192,8,No,19,Satisfactory,High,3,8,3,High,4,3,0,3,49380,9727.86
866,40,No,Travel_Frequently,1184,Sales,2,Master’s Degree,Medical,1212,Medium,Male,62,High,Intermediate,Sales Executive,Medium,Married,4327,25440,5,No,12,Satisfactory,Very High,3,5,2,High,0,0,0,0,51924,10592.496
867,50,No,Travel_Frequently,1421,Research & Development,2,Bachelor’s Degree,Medical,1215,Very High,Female,30,High,Managerial,Manager,Low,Married,17856,9490,2,No,22,Exceptional,High,1,32,3,High,2,2,2,2,214272,44997.119999999995
868,28,No,Travel_Rarely,1179,Research & Development,19,Master’s Degree,Medical,1216,Very High,Male,78,Medium,Entry-level,Laboratory Technician,Low,Married,3196,12449,1,No,12,Satisfactory,High,3,6,2,High,6,5,3,3,38352,7555.344
869,46,No,Travel_Rarely,1450,Research & Development,15,Associate Degree,Life Sciences,1217,Very High,Male,52,High,Executive,Research Director,Medium,Married,19081,10849,5,No,11,Satisfactory,Low,1,25,2,High,4,2,0,3,228972,48084.119999999995
870,35,No,Travel_Rarely,1361,Sales,17,Master’s Degree,Life Sciences,1218,High,Male,94,High,Intermediate,Sales Executive,Low,Married,8966,21026,3,Yes,15,Satisfactory,Very High,3,15,2,High,7,7,1,7,107592,22594.32
871,24,Yes,Travel_Rarely,984,Research & Development,17,Associate Degree,Life Sciences,1219,Very High,Female,97,High,Entry-level,Laboratory Technician,Medium,Married,2210,3372,1,No,13,Satisfactory,Low,1,1,3,Low,1,0,0,0,26520,4269.72
872,33,No,Travel_Frequently,1146,Sales,25,Bachelor’s Degree,Medical,1220,Medium,Female,82,High,Intermediate,Sales Executive,High,Married,4539,4905,1,No,12,Satisfactory,Low,1,10,3,Medium,10,7,0,1,54468,11111.472
873,36,No,Travel_Rarely,917,Research & Development,6,Master’s Degree,Life Sciences,1221,High,Male,60,Low,Entry-level,Laboratory Technician,High,Divorced,2741,6865,1,No,14,Satisfactory,High,1,7,4,High,7,7,1,7,32892,6479.724
874,30,No,Travel_Rarely,853,Research & Development,7,Master’s Degree,Life Sciences,1224,High,Male,49,High,Intermediate,Laboratory Technician,High,Divorced,3491,11309,1,No,13,Satisfactory,Low,3,10,4,Medium,10,7,8,9,41892,8252.724
875,44,No,Travel_Rarely,200,Research & Development,29,Master’s Degree,Other,1225,Very High,Male,32,High,Intermediate,Research Scientist,Very High,Single,4541,7744,1,No,25,Exceptional,Medium,0,20,3,High,20,11,13,17,54492,11116.367999999999
876,20,No,Travel_Rarely,654,Sales,21,Bachelor’s Degree,Marketing,1226,High,Male,43,Very High,Entry-level,Sales Representative,Very High,Single,2678,5050,1,No,17,Satisfactory,Very High,0,2,2,High,2,1,2,2,32136,6330.792
877,46,No,Travel_Rarely,150,Research & Development,2,Master’s Degree,Technical Degree,1228,Very High,Male,60,High,Intermediate,Manufacturing Director,Very High,Divorced,7379,17433,2,No,11,Satisfactory,High,1,12,3,Medium,6,3,1,4,88548,18595.079999999998
878,42,No,Non-Travel,179,Human Resources,2,Doctorate,Medical,1231,Very High,Male,79,Very High,Intermediate,Human Resources,Low,Married,6272,12858,7,No,16,Satisfactory,Low,1,10,3,Very High,4,3,0,3,75264,15805.439999999999
879,60,No,Travel_Rarely,696,Sales,7,Master’s Degree,Marketing,1233,Medium,Male,52,Very High,Intermediate,Sales Executive,Very High,Divorced,5220,10893,0,Yes,18,Satisfactory,Medium,1,12,3,High,11,7,1,9,62640,12778.56
880,32,No,Travel_Frequently,116,Research & Development,13,Bachelor’s Degree,Other,1234,High,Female,77,Medium,Entry-level,Laboratory Technician,Medium,Married,2743,7331,1,No,20,Exceptional,High,1,2,2,High,2,2,2,2,32916,6484.452
881,32,No,Travel_Frequently,1316,Research & Development,2,Associate Degree,Life Sciences,1235,Very High,Female,38,High,Intermediate,Research Scientist,High,Single,4998,2338,4,Yes,14,Satisfactory,Very High,0,10,2,High,8,7,0,7,59976,12235.104
882,36,No,Travel_Rarely,363,Research & Development,1,Bachelor’s Degree,Technical Degree,1237,High,Female,77,Low,Supervisory,Manufacturing Director,Low,Divorced,10252,4235,2,Yes,21,Exceptional,High,1,17,2,High,7,7,7,7,123024,25835.039999999997
883,33,No,Travel_Rarely,117,Research & Development,9,Bachelor’s Degree,Medical,1238,Low,Male,60,High,Entry-level,Research Scientist,Very High,Married,2781,6311,0,No,13,Satisfactory,Medium,1,15,5,High,14,10,4,10,33372,6574.284000000001
884,40,No,Travel_Rarely,107,Sales,10,Bachelor’s Degree,Technical Degree,1239,Medium,Female,84,Medium,Intermediate,Sales Executive,Medium,Divorced,6852,11591,7,No,12,Satisfactory,Medium,1,7,2,Very High,5,1,1,3,82224,17267.04
885,25,No,Travel_Rarely,1356,Sales,10,Master’s Degree,Life Sciences,1240,High,Male,57,High,Intermediate,Sales Executive,Very High,Single,4950,20623,0,No,14,Satisfactory,Medium,0,5,4,High,4,3,1,1,59400,12117.599999999999
886,30,No,Travel_Rarely,1465,Research & Development,1,Bachelor’s Degree,Medical,1241,Very High,Male,63,High,Entry-level,Research Scientist,Medium,Married,3579,9369,0,Yes,21,Exceptional,Low,1,12,2,High,11,9,5,7,42948,8460.756000000001
887,42,No,Travel_Frequently,458,Research & Development,26,Doctorate,Medical,1242,Low,Female,60,High,Supervisory,Research Director,Low,Married,13191,23281,3,Yes,17,Satisfactory,High,0,20,6,High,1,0,0,0,158292,33241.32
888,35,No,Non-Travel,1212,Sales,8,Associate Degree,Marketing,1243,High,Female,78,Medium,Supervisory,Sales Executive,Very High,Married,10377,13755,4,Yes,11,Satisfactory,Medium,1,16,6,Medium,13,2,4,12,124524,26150.039999999997
889,27,No,Travel_Rarely,1103,Research & Development,14,Bachelor’s Degree,Life Sciences,1244,Low,Male,42,High,Entry-level,Research Scientist,Low,Married,2235,14377,1,Yes,14,Satisfactory,Very High,2,9,3,Medium,9,7,6,8,26820,4318.02
890,54,No,Travel_Frequently,966,Research & Development,1,Master’s Degree,Life Sciences,1245,Very High,Female,53,High,Supervisory,Manufacturing Director,High,Divorced,10502,9659,7,No,17,Satisfactory,Low,1,33,2,Low,5,4,1,4,126024,26465.039999999997
891,44,No,Travel_Rarely,1117,Research & Development,2,High School,Life Sciences,1246,Low,Female,72,Very High,Entry-level,Research Scientist,Very High,Married,2011,19982,1,No,13,Satisfactory,Very High,1,10,5,High,10,5,7,7,24132,3885.252
892,19,Yes,Non-Travel,504,Research & Development,10,Bachelor’s Degree,Medical,1248,Low,Female,96,Medium,Entry-level,Research Scientist,Medium,Single,1859,6148,1,Yes,25,Exceptional,Medium,0,1,2,Very High,1,1,0,0,22308,3591.588
893,29,No,Travel_Rarely,1010,Research & Development,1,Bachelor’s Degree,Life Sciences,1249,Low,Female,97,High,Entry-level,Research Scientist,Very High,Divorced,3760,5598,1,No,15,Satisfactory,Low,3,3,5,High,3,2,1,2,45120,8888.640000000001
894,54,No,Travel_Rarely,685,Research & Development,3,Bachelor’s Degree,Life Sciences,1250,Very High,Male,85,High,Managerial,Research Director,Very High,Married,17779,23474,3,No,14,Satisfactory,Low,0,36,2,High,10,9,0,9,213348,44803.08
895,31,No,Travel_Rarely,1332,Research & Development,11,Associate Degree,Medical,1251,High,Male,80,High,Intermediate,Healthcare Representative,Low,Married,6833,17089,1,Yes,12,Satisfactory,Very High,0,6,2,Medium,6,5,0,1,81996,17219.16
896,31,No,Travel_Rarely,1062,Research & Development,24,Bachelor’s Degree,Medical,1252,High,Female,96,Medium,Intermediate,Healthcare Representative,Low,Single,6812,17198,1,No,19,Satisfactory,Medium,0,10,2,High,10,9,1,8,81744,17166.239999999998
897,59,No,Travel_Rarely,326,Sales,3,Bachelor’s Degree,Life Sciences,1254,High,Female,48,Medium,Intermediate,Sales Executive,Very High,Single,5171,16490,5,No,17,Satisfactory,Very High,0,13,2,High,6,1,0,5,62052,12658.607999999998
898,43,No,Travel_Rarely,920,Research & Development,3,Bachelor’s Degree,Life Sciences,1255,High,Male,96,Low,Executive,Research Director,Very High,Married,19740,18625,3,No,14,Satisfactory,Medium,1,25,2,High,8,7,0,7,236880,49744.799999999996
899,49,No,Travel_Rarely,1098,Research & Development,4,Associate Degree,Medical,1256,Low,Male,85,Medium,Executive,Manager,High,Married,18711,12124,2,No,13,Satisfactory,High,1,23,2,Very High,1,0,0,0,224532,47151.72
